"Program","Site","Start","End","lat","lon","Address","Num.Participants","Description","program_type","for_adults","Total.Service.Hours","Street.Address","City","State","Zip.Code","Link.to.Google.Map"
"Invent to Learn at IDEAS Academy","Houston Community College - West Houston Institute","November 9, 2018 9:00am","November 9, 2018 2:00pm",29.736211,-95.576075,"2811 Hayes Rd Houston TX 77082",NA,"The Invent to Learn program at HCC West Houston Institute builds the creative and maker capacity of students in IDEAS Academy.  Students are empowered to imagine innovative solutions based on their intent and purpose through project-based learning.","Invent to Learn",FALSE,"5:00","2811 Hayes Rd","Houston","TX",77082,"https://maps.google.com/maps?hl=en&q=Houston+Community+College+-+West+Houston+Institute+2811+Hayes+Rd,++Houston+TX+77082"
"Invent to Learn at IDEAS Academy","Houston Community College - West Houston Institute","December 7, 2018 9:00am","December 7, 2018 2:00pm",29.736211,-95.576075,"2811 Hayes Rd Houston TX 77082",NA,"The Invent to Learn program at HCC West Houston Institute builds the creative and maker capacity of students in IDEAS Academy.  Students are empowered to imagine innovative solutions based on their intent and purpose through project-based learning.","Invent to Learn",FALSE,"5:00","2811 Hayes Rd","Houston","TX",77082,"https://maps.google.com/maps?hl=en&q=Houston+Community+College+-+West+Houston+Institute+2811+Hayes+Rd,++Houston+TX+77082"
"Invent to Learn at IDEAS Academy","Houston Community College - West Houston Institute","October 26, 2018 9:00am","October 26, 2018 2:00pm",29.736211,-95.576075,"2811 Hayes Rd Houston TX 77082",NA,"The Invent to Learn program at HCC West Houston Institute builds the creative and maker capacity of students in IDEAS Academy.  Students are empowered to imagine innovative solutions based on their intent and purpose through project-based learning.","Invent to Learn",FALSE,"5:00","2811 Hayes Rd","Houston","TX",77082,"https://maps.google.com/maps?hl=en&q=Houston+Community+College+-+West+Houston+Institute+2811+Hayes+Rd,++Houston+TX+77082"
"Invent to Learn at IDEAS Academy","Houston Community College - West Houston Institute","November 2, 2018 9:00am","November 2, 2018 2:00pm",29.736211,-95.576075,"2811 Hayes Rd Houston TX 77082",NA,"The Invent to Learn program at HCC West Houston Institute builds the creative and maker capacity of students in IDEAS Academy.  Students are empowered to imagine innovative solutions based on their intent and purpose through project-based learning.","Invent to Learn",FALSE,"5:00","2811 Hayes Rd","Houston","TX",77082,"https://maps.google.com/maps?hl=en&q=Houston+Community+College+-+West+Houston+Institute+2811+Hayes+Rd,++Houston+TX+77082"
"Invent to Learn at IDEAS Academy","Houston Community College - West Houston Institute","November 16, 2018 9:00am","November 16, 2018 2:00pm",29.736211,-95.576075,"2811 Hayes Rd Houston TX 77082",NA,"The Invent to Learn program at HCC West Houston Institute builds the creative and maker capacity of students in IDEAS Academy.  Students are empowered to imagine innovative solutions based on their intent and purpose through project-based learning.","Invent to Learn",FALSE,"5:00","2811 Hayes Rd","Houston","TX",77082,"https://maps.google.com/maps?hl=en&q=Houston+Community+College+-+West+Houston+Institute+2811+Hayes+Rd,++Houston+TX+77082"
"Intro to Python with Minecraft ","Houston Community College - West Loop Center","October 7, 2017 1:30pm","October 7, 2017 4:00pm",29.696697,-95.316205,"5601 West Loop S Houston TX 77081",20,"This class is an introduction to coding for students aged 12-18 using Minecraft: Pi Edition and Python. With Coding in Minecraft, students will learn real world programming skills through guided lessons, creating their own in-game content along the way.","Coding and the Arts",FALSE,"2:30","5601 West Loop S","Houston","TX",77081,"https://maps.google.com/maps?hl=en&q=Houston+Community+College+-+West+Loop+Center+5601+West+Loop+S,++Houston+TX+77081"
"Squishy Circuits","Houston Mini Maker Faire @ George R. Brown Convention Center","October 22, 2017 12:30pm","October 22, 2017 2:00pm",29.752943,-95.358202,"1001 Avenida De Las Americas Houston TX 77010",12,"Participant use conductive and insulating play dough to learn the basics of electrical circuits in a fun, hands-on way. They will also be able to take home their creations and recipe to make their own electric dough to continue their inventions.","The Ripple Effect",FALSE,"1:30","1001 Avenida De Las Americas","Houston","TX",77010,"https://maps.google.com/maps?hl=en&q=Houston+Mini+Maker+Faire+@+George+R.+Brown+Convention+Center+1001+Avenida+De+Las+Americas,++Houston+TX+77010"
"Squishy Circuits","Houston Mini Maker Faire @ George R. Brown Convention Center","October 21, 2017 11:30am","October 21, 2017 1:00pm",29.752943,-95.358202,"1001 Avenida De Las Americas Houston TX 77010",8,"Participant use conductive and insulating play dough to learn the basics of electrical circuits in a fun, hands-on way. They will also be able to take home their creations and recipe to make their own electric dough to continue their inventions.","The Ripple Effect",FALSE,"1:30","1001 Avenida De Las Americas","Houston","TX",77010,"https://maps.google.com/maps?hl=en&q=Houston+Mini+Maker+Faire+@+George+R.+Brown+Convention+Center+1001+Avenida+De+Las+Americas,++Houston+TX+77010"
"Intro to Python with Minecraft ","Houston Public Library - Central Library","June 21, 2017 2:00pm","June 21, 2017 5:00pm",29.759494,-95.369371,"500 McKinney Houston TX 77002",8,"This class is an introduction to coding for students aged 12-18 using Minecraft: Pi Edition and Python. With Coding in Minecraft, students will learn real world programming skills through guided lessons, creating their own in-game content along the way.","Coding and the Arts",FALSE,"3:00","500 McKinney","Houston","TX",77002,"https://maps.google.com/maps?hl=en&q=Houston+Public+Library+-+Central+Library+500+McKinney,++Houston+TX+77002"
"ASCII Art","Houston Public Library - Central Library","July 19, 2018 2:00pm","July 19, 2018 3:00pm",29.759494,-95.369371,"500 McKinney Houston TX 77002",1,"Students will be guided through a program in Python or JavaScript that converts photos and cartoon images to ASCII art, images made purely from text. Along the way, they’ll learn a little about pixels, how computers manipulate images, and using loops to code repetitive tasks. At the end of class, students will have their ASCII art printed out to take home.","Coding and the Arts",FALSE,"1:00","500 McKinney","Houston","TX",77002,"https://maps.google.com/maps?hl=en&q=Houston+Public+Library+-+Central+Library+500+McKinney,++Houston+TX+77002"
"ASCII Art","Kendall Neighborhood Library","June 15, 2017 3:00pm","June 15, 2017 4:30pm",29.776276,-95.618507,"609 N Eldridge Pkwy Houston TX 77079",10,"Students will be guided through a program in Python or JavaScript that converts photos and cartoon images to ASCII art, images made purely from text. Along the way, they’ll learn a little about pixels, how computers manipulate images, and using loops to code repetitive tasks. At the end of class, students will have their ASCII art printed out to take home.","Coding and the Arts",FALSE,"1:30","609 N Eldridge Pkwy","Houston","TX",77079,"https://maps.google.com/maps?hl=en&q=Kendall+Neighborhood+Library+609+N+Eldridge+Pkwy,++Houston+TX+77079"
"Build Your Own Virtual Reality","KIPP Academy","March 20, 2018 3:30pm","March 20, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",11,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","May 3, 2018 3:30pm","May 3, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","May 24, 2018 3:30pm","May 24, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","April 19, 2018 3:30pm","April 19, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","April 26, 2018 3:30pm","April 26, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","March 22, 2018 3:30pm","March 22, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","March 27, 2018 3:30pm","March 27, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","April 24, 2018 3:30pm","April 24, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","March 29, 2018 3:30pm","March 29, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","April 3, 2018 3:30pm","April 3, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","April 17, 2018 3:30pm","April 17, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","April 12, 2018 3:30pm","April 12, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","May 17, 2018 3:30pm","May 17, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","May 15, 2018 3:30pm","May 15, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","May 10, 2018 3:30pm","May 10, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","April 5, 2018 3:30pm","April 5, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","May 22, 2018 3:30pm","May 22, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","May 1, 2018 3:30pm","May 1, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","April 10, 2018 3:30pm","April 10, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Build Your Own Virtual Reality","KIPP Academy","May 8, 2018 3:30pm","May 8, 2018 5:00pm",29.671115,-95.568626,"10711 KIPP Way Houston TX 77099",NA,"In Code Park's Build Your Own Virtual Reality workshop, students work in teams to create characters, scenes, and 3D animations. ","Ready for the Future",FALSE,"1:30","10711 KIPP Way","Houston","TX",77099,"https://maps.google.com/maps?hl=en&q=KIPP+Academy+10711+KIPP+Way,++Houston+TX+77099"
"Musical DJ - Live Coding","Lakewood Neighborhood Library at Service Center","July 5, 2018 11:00am","July 5, 2018 12:30pm",29.850491,-95.303962,"9720 Spaulding St. Houston TX 77016",10,"Students make music using code! We'll experiment with sounds and code computers to make notes and songs for us. Students will learn about coding concepts such as loops, timing, and using numbers while expressing their creativity.","Coding and the Arts",FALSE,"1:30","9720 Spaulding St.","Houston","TX",77016,"https://maps.google.com/maps?hl=en&q=Lakewood+Neighborhood+Library+at+Service+Center+9720+Spaulding+St.,++Houston+TX+77016"
"Creative Coding with p5js","Leonel Castillo Baker Ripley Community Center","October 23, 2017 6:00pm","October 23, 2017 7:30pm",29.807229,-95.357481,"2101 South St Houston TX 77009",6,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with p5js","Leonel Castillo Baker Ripley Community Center","November 1, 2017 6:00pm","November 1, 2017 7:30pm",29.807229,-95.357481,"2101 South St Houston TX 77009",5,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with p5js","Leonel Castillo Baker Ripley Community Center","November 2, 2017 6:00pm","November 2, 2017 7:30pm",29.807229,-95.357481,"2101 South St Houston TX 77009",2,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with p5js","Leonel Castillo Baker Ripley Community Center","October 25, 2017 6:00pm","October 25, 2017 7:30pm",29.807229,-95.357481,"2101 South St Houston TX 77009",4,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Code Club","Leonel Castillo Baker Ripley Community Center","November 9, 2017 5:00pm","November 9, 2017 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",3,"Students are guided through learning to code. We make coding fun and engaging for each student as they work through a self-guided curriculum.","Coding and the Arts",FALSE,"1:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with p5js","Leonel Castillo Baker Ripley Community Center","November 9, 2017 6:00pm","November 9, 2017 7:30pm",29.807229,-95.357481,"2101 South St Houston TX 77009",5,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Code Club","Leonel Castillo Baker Ripley Community Center","November 7, 2017 5:00pm","November 7, 2017 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",4,"Students are guided through learning to code. We make coding fun and engaging for each student as they work through a self-guided curriculum.","Coding and the Arts",FALSE,"1:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","March 7, 2018 5:30pm","March 7, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Code Club","Leonel Castillo Baker Ripley Community Center","November 16, 2017 5:00pm","November 16, 2017 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",6,"Students are guided through learning to code. We make coding fun and engaging for each student as they work through a self-guided curriculum.","Coding and the Arts",FALSE,"1:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with p5js","Leonel Castillo Baker Ripley Community Center","November 16, 2017 6:00pm","November 16, 2017 7:30pm",29.807229,-95.357481,"2101 South St Houston TX 77009",2,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Code Club","Leonel Castillo Baker Ripley Community Center","November 21, 2017 5:00pm","November 21, 2017 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Students are guided through learning to code. We make coding fun and engaging for each student as they work through a self-guided curriculum.","Coding and the Arts",FALSE,"1:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with p5js","Leonel Castillo Baker Ripley Community Center","November 21, 2017 6:00pm","November 21, 2017 7:30pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Code Club","Leonel Castillo Baker Ripley Community Center","November 28, 2017 5:00pm","November 28, 2017 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Students are guided through learning to code. We make coding fun and engaging for each student as they work through a self-guided curriculum.","Coding and the Arts",FALSE,"1:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with p5js","Leonel Castillo Baker Ripley Community Center","November 28, 2017 6:00pm","November 28, 2017 7:30pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Code Club","Leonel Castillo Baker Ripley Community Center","November 30, 2017 5:00pm","November 30, 2017 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Students are guided through learning to code. We make coding fun and engaging for each student as they work through a self-guided curriculum.","Coding and the Arts",FALSE,"1:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with p5js","Leonel Castillo Baker Ripley Community Center","November 30, 2017 6:00pm","November 30, 2017 7:30pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Code Club","Leonel Castillo Baker Ripley Community Center","December 5, 2017 5:00pm","December 5, 2017 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Students are guided through learning to code. We make coding fun and engaging for each student as they work through a self-guided curriculum.","Coding and the Arts",FALSE,"1:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with p5js","Leonel Castillo Baker Ripley Community Center","December 5, 2017 6:00pm","December 5, 2017 7:30pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Code Club","Leonel Castillo Baker Ripley Community Center","December 7, 2017 5:00pm","December 7, 2017 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Students are guided through learning to code. We make coding fun and engaging for each student as they work through a self-guided curriculum.","Coding and the Arts",FALSE,"1:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Code Club","Leonel Castillo Baker Ripley Community Center","November 14, 2017 5:00pm","November 14, 2017 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",9,"Students are guided through learning to code. We make coding fun and engaging for each student as they work through a self-guided curriculum.","Coding and the Arts",FALSE,"1:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","October 29, 2018 5:00pm","October 29, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Code Club","Leonel Castillo Baker Ripley Community Center","December 12, 2017 5:00pm","December 12, 2017 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Students are guided through learning to code. We make coding fun and engaging for each student as they work through a self-guided curriculum.","Coding and the Arts",FALSE,"1:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with p5js","Leonel Castillo Baker Ripley Community Center","December 12, 2017 6:00pm","December 12, 2017 7:30pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Code Club","Leonel Castillo Baker Ripley Community Center","December 14, 2017 5:00pm","December 14, 2017 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Students are guided through learning to code. We make coding fun and engaging for each student as they work through a self-guided curriculum.","Coding and the Arts",FALSE,"1:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with p5js","Leonel Castillo Baker Ripley Community Center","December 14, 2017 6:00pm","December 14, 2017 7:30pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding with Scratch","Leonel Castillo Baker Ripley Community Center","January 22, 2018 5:30pm","January 22, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",30,"In Code Park's Creative Coding with Scratch Workshop, learners engage in designing and making, not just listening, observing, and using computers. Learners engage in creative activities that are personally meaningful and relevant in an encouraging environment.","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
