"Program","Site","Start","End","lat","lon","Address","Num.Participants","Description","program_type","for_adults","Total.Service.Hours","Street.Address","City","State","Zip.Code","Link.to.Google.Map"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","October 15, 2018 5:00pm","October 15, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","October 22, 2018 5:00pm","October 22, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","July 9, 2018 4:30pm","July 9, 2018 6:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"1:30","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","December 10, 2018 5:00pm","December 10, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"Creative Coding - Storytelling","Leonel Castillo Baker Ripley Community Center","November 26, 2018 5:00pm","November 26, 2018 7:00pm",29.807229,-95.357481,"2101 South St Houston TX 77009",NA,"Create and share your own digital stories! Use the computer to design your own stories, create and share your own animations, and learn how technology is used in the film and media industry!
Bring your friends! No previous computer experience is necessary. Have your friends join too - the Creative Coding Storytelling club is social and fun!","Coding and the Arts",FALSE,"2:00","2101 South St","Houston","TX",77009,"https://maps.google.com/maps?hl=en&q=Leonel+Castillo+Baker+Ripley+Community+Center+2101+South+St,++Houston+TX+77009"
"ASCII Art","Looscan Library","June 19, 2018 2:00pm","June 19, 2018 3:00pm",29.742413,-95.441715,"2510 Willowick Houston Houston TX 77027",13,"Students will be guided through a program in Python or JavaScript that converts photos and cartoon images to ASCII art, images made purely from text. Along the way, they’ll learn a little about pixels, how computers manipulate images, and using loops to code repetitive tasks. At the end of class, students will have their ASCII art printed out to take home.","Coding and the Arts",FALSE,"1:00","2510 Willowick Houston","Houston","TX",77027,"https://maps.google.com/maps?hl=en&q=Looscan+Library+2510+Willowick+Houston,++Houston+TX+77027"
"Paper Circuits","Market Square Park","May 19, 2018 3:00pm","May 19, 2018 7:00pm",29.763296,-95.362473,"301 Milam St Houston TX 77002",30,"Participants are able to immediately apply what they learn about electricity science by making and taking home a light-up card that is personally meaningful to them. ","The Ripple Effect",FALSE,"4:00","301 Milam St","Houston","TX",77002,"https://maps.google.com/maps?hl=en&q=Market+Square+Park+301+Milam+St,++Houston+TX+77002"
"Hour of Code","Milby High School","December 8, 2017 9:40am","December 8, 2017 3:30pm",29.711789,-95.278127,"1601 Broadway St Houston Tx 77012",50,"Students will be guided through and challenged with Hour of Code activities. 
 Conversations with programmers about real-life coding application lends perspective to what they're learning.","The Ripple Effect",FALSE,"5:50","1601 Broadway St","Houston","Tx",77012,"https://maps.google.com/maps?hl=en&q=Milby+High+School+1601+Broadway+St,++Houston+Tx+77012"
"Raspberry Jam","Montgomery County Central Library","June 9, 2018 9:00am","June 9, 2018 2:00pm",29.857204,-95.401305,"104 I-45 North Houston TX 77031",9,"Raspberry Jams are community events for people to come together to learn about digital making with Raspberry Pi. Jam events come in all shapes and sizes: workshops for beginners, drop-in sessions to work on your own projects, show-and-tell, talks, and more. A Jam is a meeting of all kinds of people: some will be new to physical computing, and some will have plenty of experience that they are happy to share. Jams are welcoming events where you’ll meet and learn from like-minded people in a friendly environment.","The Ripple Effect",TRUE,"5:00","104 I-45 North","Houston","TX",77031,"https://maps.google.com/maps?hl=en&q=Montgomery+County+Central+Library+104+I-45+North,++Houston+TX+77031"
"ASCII Art","Moody Neighborhood Library","June 21, 2018 3:00pm","June 21, 2018 4:30pm",29.847275,-95.362564,"9525 Irvington Blvd Houston TX 77076",3,"Students will be guided through a program in Python or JavaScript that converts photos and cartoon images to ASCII art, images made purely from text. Along the way, they’ll learn a little about pixels, how computers manipulate images, and using loops to code repetitive tasks. At the end of class, students will have their ASCII art printed out to take home.","Coding and the Arts",FALSE,"1:30","9525 Irvington Blvd","Houston","TX",77076,"https://maps.google.com/maps?hl=en&q=Moody+Neighborhood+Library+9525+Irvington+Blvd,++Houston+TX+77076"
"Intro to Python with Minecraft ","Moody Neighborhood Library","June 29, 2017 2:00pm","June 29, 2017 5:00pm",29.847275,-95.362564,"9525 Irvington Blvd Houston TX 77076",14,"This class is an introduction to coding for students aged 12-18 using Minecraft: Pi Edition and Python. With Coding in Minecraft, students will learn real world programming skills through guided lessons, creating their own in-game content along the way.","Coding and the Arts",FALSE,"3:00","9525 Irvington Blvd","Houston","TX",77076,"https://maps.google.com/maps?hl=en&q=Moody+Neighborhood+Library+9525+Irvington+Blvd,++Houston+TX+77076"
"Intro to Physical Computing with MicroBit","Scenic Woods Regional Library","May 19, 2018 11:30am","May 19, 2018 1:30pm",29.86687,-95.300562,"10677 Homestead Rd Houston TX 77016",5,"Students will be introduced to physical computing concepts by programming LED lights and using sensors on the MicroBit.","Invent to Learn",FALSE,"2:00","10677 Homestead Rd","Houston","TX",77016,"https://maps.google.com/maps?hl=en&q=Scenic+Woods+Regional+Library+10677+Homestead+Rd,++Houston+TX+77016"
"Creative Coding with p5js","Scenic Woods Regional Library","July 5, 2018 3:00pm","July 5, 2018 4:30pm",29.86687,-95.300562,"10677 Homestead Rd Houston TX 77016",5,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","Coding and the Arts",FALSE,"1:30","10677 Homestead Rd","Houston","TX",77016,"https://maps.google.com/maps?hl=en&q=Scenic+Woods+Regional+Library+10677+Homestead+Rd,++Houston+TX+77016"
"Hack a Webpage","Smith Neighborhood Library","June 7, 2018 3:00pm","June 7, 2018 4:30pm",29.723465,-95.351105,"3624 Scott St Houston TX 77004",2,"Students explore and hack the guts of their favorite webpages!  All the changes will be temporary, but they get to change text, colors, borders, even replace images with their favorite gifs.","Invent to Learn",FALSE,"1:30","3624 Scott St","Houston","TX",77004,"https://maps.google.com/maps?hl=en&q=Smith+Neighborhood+Library+3624+Scott+St,++Houston+TX+77004"
"Intro to Web Scraping with R","Station Houston","March 31, 2018 10:00am","March 31, 2018 12:00pm",29.754185,-95.365819,"1301 Fannin Street Suite 2440 Houston TX 77002",40,"In this hands-on introduction, students learn about what web scraping is, why they may want to do it, and how to do it!  ","Ready for the Future",TRUE,"2:00","1301 Fannin Street Suite 2440","Houston","TX",77002,"https://maps.google.com/maps?hl=en&q=Station+Houston+1301+Fannin+Street+Suite+2440,++Houston+TX+77002"
"Raspberry Jam","Station Houston","March 3, 2018 9:00am","March 3, 2018 1:00pm",29.754185,-95.365819,"1301 Fannin Street Suite 2440 Houston TX 77002",30,"Raspberry Jams are community events for people to come together to learn about digital making with Raspberry Pi. Jam events come in all shapes and sizes: workshops for beginners, drop-in sessions to work on your own projects, show-and-tell, talks, and more. A Jam is a meeting of all kinds of people: some will be new to physical computing, and some will have plenty of experience that they are happy to share. Jams are welcoming events where you’ll meet and learn from like-minded people in a friendly environment.","The Ripple Effect",TRUE,"4:00","1301 Fannin Street Suite 2440","Houston","TX",77002,"https://maps.google.com/maps?hl=en&q=Station+Houston+1301+Fannin+Street+Suite+2440,++Houston+TX+77002"
"Intro to Git/Github","Station Houston","April 7, 2018 10:00am","April 7, 2018 2:00pm",29.754185,-95.365819,"1301 Fannin Street Suite 2440 Houston TX 77002",30,"A free workshop for beginners to get hands-on experience with GitHub & Git!","Ready for the Future",TRUE,"4:00","1301 Fannin Street Suite 2440","Houston","TX",77002,"https://maps.google.com/maps?hl=en&q=Station+Houston+1301+Fannin+Street+Suite+2440,++Houston+TX+77002"
"Maps with R ","Station Houston","March 31, 2018 12:00pm","March 31, 2018 2:00pm",29.754185,-95.365819,"1301 Fannin Street Suite 2440 Houston TX 77002",40,"Learn to make interactive maps with data using R to communicate insights about your community.","Ready for the Future",TRUE,"2:00","1301 Fannin Street Suite 2440","Houston","TX",77002,"https://maps.google.com/maps?hl=en&q=Station+Houston+1301+Fannin+Street+Suite+2440,++Houston+TX+77002"
"Intro to R ","Station Houston","March 24, 2018 9:00am","March 24, 2018 1:00pm",29.754185,-95.365819,"1301 Fannin Street Suite 2440 Houston TX 77002",30,"In this introduction to R workshop, participants will learn about the basics of this beautiful open source language.With over 2 million users worldwide R is rapidly becoming the leading programming language in statistics and data science.","Ready for the Future",TRUE,"4:00","1301 Fannin Street Suite 2440","Houston","TX",77002,"https://maps.google.com/maps?hl=en&q=Station+Houston+1301+Fannin+Street+Suite+2440,++Houston+TX+77002"
"Musical DJ - Live Coding","Stimley-Blue Ridge Library","June 20, 2018 1:30pm","June 20, 2018 3:00pm",29.598864,-95.490616,"7007 West Fuqua Houston TX 77489",12,"Students make music using code! We'll experiment with sounds and code computers to make notes and songs for us. Students will learn about coding concepts such as loops, timing, and using numbers while expressing their creativity.","Coding and the Arts",FALSE,"1:30","7007 West Fuqua","Houston","TX",77489,"https://maps.google.com/maps?hl=en&q=Stimley-Blue+Ridge+Library+7007+West+Fuqua,++Houston+TX+77489"
"Intro to Database Design with Airtable","The Cannon","April 21, 2018 9:00am","April 21, 2018 12:00pm",29.79458,-95.569904,"1336 Brittmoore Rd Houston TX 77043",10,"In this workshop we will cover the basics of Database Design with Airtable.   We will discuss the what and why of databases, strategize on how we might design a database to fit different needs, and gain hands-on experience by building one.","Ready for the Future",TRUE,"3:00","1336 Brittmoore Rd","Houston","TX",77043,"https://maps.google.com/maps?hl=en&q=The+Cannon+1336+Brittmoore+Rd,++Houston+TX+77043"
"Intro to Commandline","The Iron Yard Houston","March 18, 2017 1:00pm","March 18, 2017 5:00pm",29.735295,-95.391056,"4203 Montrose Blvd #100 Houston TX 77006",40,"In this intro to Commandline workshops, participants will be given an overview of the commanline interface. Learn to navigate, access, and modify files and folders on your computer—all without a mouse! ","Ready for the Future",TRUE,"4:00","4203 Montrose Blvd #100","Houston","TX",77006,"https://maps.google.com/maps?hl=en&q=The+Iron+Yard+Houston+4203+Montrose+Blvd+#100,++Houston+TX+77006"
"Intro to Git/Github","The Iron Yard Houston","March 25, 2017 1:00pm","March 25, 2017 5:00pm",29.735295,-95.391056,"4203 Montrose Blvd #100 Houston TX 77006",50,"A free workshop for beginners to get hands-on experience with GitHub & Git!","Ready for the Future",TRUE,"4:00","4203 Montrose Blvd #100","Houston","TX",77006,"https://maps.google.com/maps?hl=en&q=The+Iron+Yard+Houston+4203+Montrose+Blvd+#100,++Houston+TX+77006"
"Intro to R ","The Iron Yard Houston","April 15, 2017 12:00pm","April 15, 2017 5:00pm",29.735295,-95.391056,"4203 Montrose Blvd #100 Houston TX 77006",70,"In this introduction to R workshop, participants will learn about the basics of this beautiful open source language.With over 2 million users worldwide R is rapidly becoming the leading programming language in statistics and data science.","Ready for the Future",TRUE,"5:00","4203 Montrose Blvd #100","Houston","TX",77006,"https://maps.google.com/maps?hl=en&q=The+Iron+Yard+Houston+4203+Montrose+Blvd+#100,++Houston+TX+77006"
"Intro to Web Scraping with R","The Iron Yard Houston","April 22, 2017 12:00pm","April 22, 2017 5:00pm",29.735295,-95.391056,"4203 Montrose Blvd #100 Houston TX 77006",60,"In this hands-on introduction, students learn about what web scraping is, why they may want to do it, and how to do it!  ","Ready for the Future",TRUE,"5:00","4203 Montrose Blvd #100","Houston","TX",77006,"https://maps.google.com/maps?hl=en&q=The+Iron+Yard+Houston+4203+Montrose+Blvd+#100,++Houston+TX+77006"
"Musical DJ - Live Coding","Young Neighborhood Library","June 6, 2018 1:30pm","June 6, 2018 3:00pm",29.698636,-95.338795,"5107 Griggs Rd. Houston TX 77021",12,"Students make music using code! We'll experiment with sounds and code computers to make notes and songs for us. Students will learn about coding concepts such as loops, timing, and using numbers while expressing their creativity.","Coding and the Arts",FALSE,"1:30","5107 Griggs Rd.","Houston","TX",77021,"https://maps.google.com/maps?hl=en&q=Young+Neighborhood+Library+5107+Griggs+Rd.,++Houston+TX+77021"
"Creative Coding with p5js","Young Neighborhood Library","July 18, 2018 1:30pm","July 18, 2018 3:00pm",29.698636,-95.338795,"5107 Griggs Rd. Houston TX 77021",2,"Lights, music, internet! Students will be introduced to creative coding with HTML, CSS, and JavaScript.","Coding and the Arts",FALSE,"1:30","5107 Griggs Rd.","Houston","TX",77021,"https://maps.google.com/maps?hl=en&q=Young+Neighborhood+Library+5107+Griggs+Rd.,++Houston+TX+77021"
"ASCII Art","Young Neighborhood Library","July 25, 2018 1:30pm","July 25, 2018 2:30pm",29.698636,-95.338795,"5107 Griggs Rd. Houston TX 77021",7,"Students will be guided through a program in Python or JavaScript that converts photos and cartoon images to ASCII art, images made purely from text. Along the way, they’ll learn a little about pixels, how computers manipulate images, and using loops to code repetitive tasks. At the end of class, students will have their ASCII art printed out to take home.","Coding and the Arts",FALSE,"1:00","5107 Griggs Rd.","Houston","TX",77021,"https://maps.google.com/maps?hl=en&q=Young+Neighborhood+Library+5107+Griggs+Rd.,++Houston+TX+77021"
